GRADE,VD/NVD,tap_wt_from_EAF,al ingot_kg__during_EAF_tapping,TEMP OPENING_LRF,LIFTING TEMP_LRF,LIME_LRF,SPAR,Mean_Oxygen,LRF_Initial_Chemistry_C,LRF_Initial_Chemistry_MN,LRF_Initial_Chemistry_S,LRF_Initial_Chemistry_SI,LRF_Initial_Chemistry_AL,LRF_Initial_Chemistry_N2,C_Target,Mn_Target,Si_Target,Al_Target,Carbon_Gap,Mn_Gap,Si_Gap,Al_Gap,Total_Al_LRF_kg
EN8D,VD,100.0,178.0,1505.0,1562.0,1250.0,25.0,449.0,0.163,0.65,0.066,0.157,0.088,54.0,0.425,0.77,0.2,0.0325,0.262,0.12,0.043,-0.0554999999999999,360.5
S275HS,NVD,100.0,110.0,1505.0,1615.0,950.0,25.0,342.3058823529412,0.171,0.71,0.0719,0.161,0.047,60.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,318.9
EN8D,VD,100.0,156.0,1505.0,1570.0,1020.0,25.0,449.0,0.46,0.63,0.0749,0.1469,0.053,51.0,0.425,0.77,0.2,0.0325,-0.035,0.14,0.0531,-0.0204999999999999,305.5
EN8D,VD,99.0,156.0,1505.0,1560.0,1000.0,25.0,449.0,0.091,0.65,0.058,0.129,0.026,48.0,0.425,0.77,0.2,0.0325,0.3339999999999999,0.12,0.071,0.0065,358.3
EN8D,VD,107.0,110.0,1505.0,1562.0,1050.0,25.0,449.0,0.15,0.6,0.065,0.13,0.023,51.0,0.425,0.77,0.2,0.0325,0.275,0.17,0.07,0.0095,375.0
EN8D,VD,99.0,132.0,1505.0,1560.0,1150.0,25.0,449.0,0.152,0.6,0.056,0.137,0.014,53.0,0.425,0.77,0.2,0.0325,0.273,0.17,0.063,0.0185,331.0
S275HS ,NVD,99.0,132.0,1505.0,1580.0,1050.0,25.0,342.3058823529412,0.164,0.58,0.05,0.134,0.071,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,271.6
EN8D,VD,93.0,132.0,1505.0,1560.0,1000.0,25.0,449.0,0.172,0.61,0.058,0.14,0.073,51.0,0.425,0.77,0.2,0.0325,0.253,0.16,0.06,-0.0404999999999999,307.9
S275HS,NVD,103.0,132.0,1505.0,1585.0,1400.0,25.0,342.3058823529412,0.179,0.6,0.062,0.13,0.058,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,314.5
S275HS,NVD,96.0,110.0,1505.0,1580.0,1200.0,25.0,342.3058823529412,0.301,0.62,0.0539,0.14,0.085,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,255.21
JSPHTHSV,NVD,100.0,178.0,1505.0,1580.0,1150.0,25.0,445.4,0.119,0.61,0.0589,0.14,0.097,51.0,0.19,1.325,0.2,0.03,0.071,0.715,0.06,-0.022,347.3
SAE4140,VD,100.0,178.0,1505.0,1580.0,1300.0,25.0,363.2857142857143,0.11,0.66,0.047,0.1469,0.05,51.0,0.4,0.8500000000000001,0.25,0.0325,0.29,0.19,0.1031,-0.0175,355.55
JSPHTHSV,NVD,100.0,132.0,1505.0,1585.0,1150.0,25.0,445.4,0.172,1.15,0.048,0.202,0.096,51.0,0.19,1.325,0.2,0.03,0.018,0.175,-0.002,-0.022,256.75
SAE4140,VD,99.0,178.0,1505.0,1563.0,1100.0,25.0,363.2857142857143,0.182,0.6,0.0529,0.138,0.125,58.0,0.4,0.8500000000000001,0.25,0.0325,0.218,0.2500000000000001,0.1119999999999999,-0.0925,344.0
JSPHTHSV,NVD,107.0,132.0,1505.0,1590.0,1100.0,25.0,445.4,0.871,1.04,0.0429,0.1809,0.106,51.0,0.19,1.325,0.2,0.03,-0.681,0.2849999999999999,0.0191,-0.022,232.0
JSPHTHSV,NVD,99.0,132.0,1505.0,1580.0,1300.0,25.0,445.4,0.227,1.03,0.05,0.154,0.089,54.0,0.19,1.325,0.2,0.03,-0.037,0.2949999999999999,0.046,-0.022,271.6
SAE15B25,VD,99.0,178.0,1505.0,1595.0,1300.0,25.0,365.15625,0.105,0.74,0.0449,0.105,0.057,51.0,0.265,1.0,0.2,0.0275,0.16,0.26,0.095,-0.0295,426.5
JSPHTHSV,NVD,93.0,132.0,1505.0,1590.0,1200.0,25.0,445.4,0.173,0.6,0.0519,0.116,0.044,51.0,0.19,1.325,0.2,0.03,0.017,0.725,0.084,-0.022,321.1
SAE15B25,VD,103.0,178.0,1505.0,1570.0,1300.0,25.0,365.15625,0.175,0.77,0.0509,0.127,0.073,51.0,0.265,1.0,0.2,0.0275,0.09,0.2299999999999999,0.073,-0.0455,393.5
SAE15B25,VD,96.0,132.0,1505.0,1565.0,1200.0,25.0,365.15625,0.179,0.64,0.0449,0.138,0.11,54.0,0.265,1.0,0.2,0.0275,0.086,0.36,0.062,-0.0825,250.15
SAE15B25,VD,100.0,178.0,1505.0,1565.0,1250.0,25.0,365.15625,0.179,0.78,0.055,0.124,0.042,57.0,0.265,1.0,0.2,0.0275,0.086,0.2199999999999999,0.076,-0.0145,410.0
SAE15B25,VD,100.0,144.0,1505.0,1565.0,1350.0,25.0,365.15625,1.063,0.76,0.063,0.11,0.018,54.0,0.265,1.0,0.2,0.0275,-0.7979999999999999,0.24,0.09,0.0095,353.89
SAE15B25,VD,100.0,178.0,1505.0,1565.0,1600.0,25.0,365.15625,0.047,0.77,0.058,0.129,0.035,43.0,0.265,1.0,0.2,0.0275,0.218,0.2299999999999999,0.071,-0.0075,476.0
SAE15B25,VD,99.0,178.0,1505.0,1565.0,1200.0,25.0,365.15625,0.104,0.72,0.0539,0.123,0.054,44.0,0.265,1.0,0.2,0.0275,0.161,0.28,0.077,-0.0265,387.89
SAE15B25,VD,107.0,178.0,1505.0,1560.0,1700.0,25.0,365.15625,0.165,0.77,0.04,0.1179,0.005,55.0,0.265,1.0,0.2,0.0275,0.1,0.2299999999999999,0.0821,0.0225,459.5
S275HS,NVD,99.0,132.0,1580.0,1610.0,1250.0,25.0,342.3058823529412,0.158,0.75,0.0529,0.0589,0.052,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,385.45
SAE15B25,VD,99.0,178.0,1505.0,1565.0,1200.0,25.0,365.15625,0.175,0.83,0.057,0.151,0.122,51.0,0.265,1.0,0.2,0.0275,0.09,0.17,0.049,-0.0945,311.0
SAE15B25,VD,93.0,178.0,1505.0,1570.0,1100.0,25.0,365.15625,0.177,0.75,0.055,0.134,0.039,60.0,0.265,1.0,0.2,0.0275,0.088,0.25,0.066,-0.0115,360.5
SAE15B25,VD,103.0,178.0,1505.0,1560.0,1200.0,25.0,365.15625,0.03,0.74,0.0509,0.133,0.016,51.0,0.265,1.0,0.2,0.0275,0.235,0.26,0.067,0.0115,410.0
S275HS,NVD,96.0,178.0,1505.0,1570.0,1000.0,25.0,342.3058823529412,0.1,0.73,0.062,0.11,0.014,41.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,396.8
SAE15B25,VD,100.0,178.0,1505.0,1570.0,1300.0,25.0,365.15625,0.127,0.85,0.0609,0.152,0.089,51.0,0.265,1.0,0.2,0.0275,0.138,0.15,0.048,-0.0615,344.0
S275HS,NVD,100.0,132.0,1505.0,1563.0,1350.0,25.0,342.3058823529412,0.169,0.8,0.081,0.151,0.047,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,328.36
S275HS,NVD,100.0,132.0,1505.0,1578.0,1350.0,25.0,342.3058823529412,0.165,0.6,0.067,0.112,0.013,44.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,350.8
S275HS,NVD,99.0,132.0,1505.0,1570.0,1100.0,25.0,342.3058823529412,0.167,0.56,0.0529,0.0899,0.001,63.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,347.5
S275HS,NVD,107.0,132.0,1505.0,1570.0,1000.0,25.0,342.3058823529412,0.055,0.66,0.048,0.139,0.054,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,301.3
S275LS,NVD,99.0,110.0,1505.0,1615.0,1150.0,25.0,217.0,0.097,0.65,0.055,0.134,0.027,61.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,315.6
S275LS,NVD,99.0,132.0,1505.0,1585.0,850.0,25.0,217.0,0.156,0.54,0.058,0.124,0.057,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,265.0
S275LS,NVD,93.0,132.0,1505.0,1578.0,1050.0,25.0,217.0,0.157,0.55,0.0599,0.0919,0.037,47.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,306.25
S275LS,NVD,103.0,132.0,1505.0,1580.0,1100.0,25.0,217.0,0.17,0.57,0.0719,0.123,0.087,64.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,265.0
JSPHTLSV,NVD,96.0,132.0,1505.0,1580.0,1200.0,25.0,345.3333333333333,0.51,0.93,0.07,0.169,0.077,64.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,274.9
JSPHTLSV,NVD,100.0,132.0,1505.0,1572.0,1200.0,25.0,345.3333333333333,0.09,1.01,0.0609,0.192,0.009,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,380.5
JSPHTLSV,NVD,100.0,132.0,1505.0,1575.0,1300.0,25.0,345.3333333333333,0.162,1.01,0.0609,0.168,0.054,63.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,298.0
JSPHTLSV,NVD,100.0,132.0,1505.0,1575.0,1150.0,25.0,345.3333333333333,0.165,0.94,0.066,0.157,0.07,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,265.0
JSPHTLSV,NVD,99.0,132.0,1505.0,1580.0,1200.0,25.0,345.3333333333333,0.185,0.62,0.065,0.098,0.1,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,299.65
SAE15B25,VD,107.0,132.0,1505.0,1580.0,1100.0,25.0,365.15625,0.182,0.78,0.056,0.128,0.093,51.0,0.265,1.0,0.2,0.0275,0.083,0.2199999999999999,0.072,-0.0655,298.0
SAE15B25,VD,99.0,132.0,1505.0,1570.0,1200.0,25.0,365.15625,0.102,0.76,0.062,0.123,0.093,48.0,0.265,1.0,0.2,0.0275,0.163,0.24,0.077,-0.0655,281.5
SAE15B25,VD,99.0,132.0,1505.0,1575.0,1200.0,25.0,365.15625,0.459,0.84,0.063,0.1409,0.098,51.0,0.265,1.0,0.2,0.0275,-0.194,0.16,0.0591,-0.0705,283.15
SAE15B25,VD,93.0,132.0,1505.0,1571.0,1100.0,25.0,365.15625,0.182,0.75,0.063,0.124,0.129,51.0,0.265,1.0,0.2,0.0275,0.083,0.25,0.076,-0.1015,298.0
SAE15B25,VD,103.0,132.0,1505.0,1570.0,1250.0,25.0,365.15625,0.188,0.82,0.0609,0.131,0.097,51.0,0.265,1.0,0.2,0.0275,0.077,0.18,0.069,-0.0695,327.04
S275HS,NVD,96.0,178.0,1505.0,1615.0,1300.0,25.0,342.3058823529412,0.192,0.79,0.055,0.112,0.07,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,366.44
SAE15B25,VD,100.0,178.0,1505.0,1560.0,1400.0,25.0,365.15625,0.187,0.74,0.0509,0.097,0.06,51.0,0.265,1.0,0.2,0.0275,0.078,0.26,0.103,-0.0325,360.5
SAE15B25,VD,100.0,132.0,1505.0,1575.0,1200.0,25.0,365.15625,0.078,0.73,0.0529,0.121,0.142,51.0,0.265,1.0,0.2,0.0275,0.187,0.27,0.079,-0.1144999999999999,283.15
S275HS,NVD,100.0,178.0,1505.0,1575.0,1500.0,25.0,342.3058823529412,0.082,0.66,0.058,0.157,0.065,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,337.4
S275HS,NVD,99.0,132.0,1505.0,1565.0,900.0,25.0,342.3058823529412,0.146,0.61,0.063,0.158,0.117,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,232.0
JSPHTHS(V),NVD,107.0,178.0,1505.0,1560.0,1100.0,25.0,445.4,0.154,0.9,0.0749,0.158,0.082,64.0,0.19,1.325,0.2,0.03,0.036,0.4249999999999999,0.042,-0.022,360.5
JSPHTHS(V),NVD,99.0,132.0,1505.0,1563.0,1400.0,25.0,445.4,0.162,0.97,0.064,0.1409,0.008,47.0,0.19,1.325,0.2,0.03,0.0279999999999999,0.355,0.0591,-0.022,378.52
JSPHTHS(V),NVD,99.0,145.0,1505.0,1570.0,1300.0,25.0,445.4,0.172,1.17,0.0599,0.197,0.077,47.0,0.19,1.325,0.2,0.03,0.018,0.155,0.003,-0.022,304.4
JSPHTHS(V),NVD,93.0,132.0,1505.0,1565.0,1250.0,25.0,445.4,0.396,1.05,0.062,0.153,0.059,47.0,0.19,1.325,0.2,0.03,-0.206,0.2749999999999999,0.047,-0.022,323.41
JSPHTHS(V),NVD,103.0,154.0,1505.0,1567.0,1300.0,25.0,445.4,0.095,0.89,0.07,0.109,0.015,44.0,0.19,1.325,0.2,0.03,0.095,0.4349999999999999,0.091,-0.022,412.4
JSPHTHS(V),NVD,96.0,154.0,1505.0,1570.0,1100.0,25.0,445.4,0.137,0.87,0.07,0.1419,0.007,44.0,0.19,1.325,0.2,0.03,0.0529999999999999,0.4549999999999999,0.0581,-0.022,376.1
JSPHTHS(V),NVD,100.0,154.0,1505.0,1565.0,1200.0,25.0,445.4,0.149,1.11,0.0719,0.22,0.091,50.0,0.19,1.325,0.2,0.03,0.041,0.2149999999999998,-0.0199999999999999,-0.022,310.1
JSPHTHS(V),NVD,100.0,132.0,1505.0,1562.0,1150.0,25.0,445.4,0.147,1.08,0.067,0.183,0.06,61.0,0.19,1.325,0.2,0.03,0.043,0.2449999999999998,0.017,-0.022,286.78
JSPHTHS(V),NVD,100.0,154.0,1505.0,1564.0,900.0,25.0,445.4,0.163,1.02,0.08,0.163,0.101,61.0,0.19,1.325,0.2,0.03,0.0269999999999999,0.3049999999999999,0.037,-0.022,273.8
JSPHTHS(V),NVD,99.0,154.0,1505.0,1565.0,1400.0,25.0,445.4,0.164,1.0,0.085,0.112,0.031,51.0,0.19,1.325,0.2,0.03,0.0259999999999999,0.3249999999999999,0.088,-0.022,402.5
JSPHTHS(V),NVD,107.0,154.0,1505.0,1570.0,1200.0,25.0,445.4,0.608,1.11,0.0759,0.1759,0.043,67.0,0.19,1.325,0.2,0.03,-0.418,0.2149999999999998,0.0241,-0.022,346.4
JSPHTHS(V),NVD,99.0,132.0,1505.0,1571.0,1150.0,25.0,445.4,0.096,1.09,0.065,0.187,0.08,51.0,0.19,1.325,0.2,0.03,0.094,0.2349999999999998,0.013,-0.022,248.5
JSPHTHS(V),NVD,99.0,154.0,1505.0,1580.0,1100.0,25.0,445.4,0.143,0.93,0.062,0.1489,0.014,51.0,0.19,1.325,0.2,0.03,0.047,0.3949999999999999,0.0511,-0.022,376.1
JSPHTHS(V),NVD,93.0,132.0,1505.0,1615.0,1350.0,25.0,445.4,0.137,1.0,0.0719,0.1409,0.011,54.0,0.19,1.325,0.2,0.03,0.0529999999999999,0.3249999999999999,0.0591,-0.022,370.6
JSPHTHS(V),NVD,103.0,66.0,1505.0,1580.0,1150.0,25.0,445.4,0.147,0.93,0.0509,0.156,0.034,51.0,0.19,1.325,0.2,0.03,0.043,0.3949999999999999,0.044,-0.022,271.6
JSPHTHS(V),NVD,96.0,132.0,1505.0,1575.0,1100.0,25.0,445.4,0.157,0.98,0.066,0.1759,0.111,54.0,0.19,1.325,0.2,0.03,0.033,0.345,0.0241,-0.022,232.0
JSPHTHS(V),NVD,100.0,132.0,1505.0,1575.0,1300.0,25.0,445.4,0.162,0.97,0.068,0.157,0.059,51.0,0.19,1.325,0.2,0.03,0.0279999999999999,0.355,0.043,-0.022,298.0
JSPHTHS(V),NVD,100.0,144.0,1505.0,1565.0,1150.0,25.0,445.4,0.862,0.93,0.0599,0.1439,0.058,51.0,0.19,1.325,0.2,0.03,-0.6719999999999999,0.3949999999999999,0.0561,-0.022,336.4
JSPHTHS(V),NVD,100.0,132.0,1505.0,1580.0,1250.0,25.0,445.4,0.386,1.15,0.066,0.17,0.061,50.0,0.19,1.325,0.2,0.03,-0.196,0.175,0.03,-0.022,317.8
JSPLWELDMIG,VD,99.0,0.0,1505.0,1575.0,1350.0,25.0,724.8,0.079,0.49,0.063,0.121,0.002,53.0,0.07,1.5,0.87,0.03,-0.0089999999999999,1.01,0.749,-0.022,100.0
JSPHTHSV,NVD,107.0,132.0,1505.0,1577.0,1250.0,25.0,445.4,0.146,0.91,0.065,0.1189,0.032,54.0,0.19,1.325,0.2,0.03,0.044,0.4149999999999999,0.0811,-0.022,370.6
JSPLWELDMIG,VD,99.0,0.0,1505.0,1575.0,1400.0,25.0,724.8,0.161,0.39,0.0359,0.0449,0.002,51.0,0.07,1.5,0.87,0.03,-0.091,1.11,0.8251,-0.022,100.0
JSPHTHSV,NVD,99.0,132.0,1505.0,1575.0,1100.0,25.0,445.4,0.168,0.96,0.0589,0.151,0.085,57.0,0.19,1.325,0.2,0.03,0.0219999999999999,0.365,0.049,-0.022,257.41
JSPHTHSV,NVD,93.0,132.0,1505.0,1570.0,1100.0,25.0,445.4,0.164,0.93,0.055,0.138,0.014,54.0,0.19,1.325,0.2,0.03,0.0259999999999999,0.3949999999999999,0.062,-0.022,331.0
JSPHTHSV,NVD,103.0,132.0,1505.0,1590.0,1200.0,25.0,445.4,0.394,1.07,0.055,0.1739,0.025,51.0,0.19,1.325,0.2,0.03,-0.204,0.2549999999999999,0.0261,-0.022,347.5
JSPHTHSV,NVD,96.0,132.0,1505.0,1590.0,1100.0,25.0,445.4,0.062,1.06,0.055,0.13,0.018,54.0,0.19,1.325,0.2,0.03,0.128,0.2649999999999999,0.07,-0.022,403.6
JSPLWELDMIG,VD,100.0,0.0,1505.0,1575.0,1000.0,25.0,724.8,0.079,0.5,0.055,0.0909,0.002,58.0,0.07,1.5,0.87,0.03,-0.0089999999999999,1.0,0.7791,-0.022,100.0
JSPHTHSV,NVD,100.0,132.0,1505.0,1575.0,1400.0,25.0,445.4,0.148,0.97,0.055,0.151,0.08,51.0,0.19,1.325,0.2,0.03,0.042,0.355,0.049,-0.022,265.0
JSPHTHSV,NVD,100.0,132.0,1505.0,1565.0,1100.0,25.0,445.4,0.169,1.0,0.058,0.16,0.021,53.0,0.19,1.325,0.2,0.03,0.0209999999999999,0.3249999999999999,0.04,-0.022,383.8
JSPHTHSV,NVD,99.0,132.0,1505.0,1572.0,130.0,25.0,445.4,0.167,1.11,0.055,0.161,0.028,66.0,0.19,1.325,0.2,0.03,0.0229999999999999,0.2149999999999998,0.039,-0.022,377.2
JSPHTHSV,NVD,107.0,132.0,1505.0,1572.0,1400.0,25.0,445.4,0.172,0.94,0.062,0.133,0.015,58.0,0.19,1.325,0.2,0.03,0.018,0.385,0.067,-0.022,397.0
C18,NVD,99.0,132.0,1505.0,1610.0,1320.0,25.0,208.0,0.837,0.46,0.056,0.1449,0.035,58.0,0.19,0.525,0.125,0.03,-0.647,0.065,-0.0199,-0.022,307.9
C18,NVD,99.0,132.0,1505.0,1575.0,1200.0,25.0,208.0,0.153,0.44,0.055,0.1189,0.026,60.0,0.19,0.525,0.125,0.03,0.037,0.085,0.0060999999999999,-0.022,337.6
SS540LS(V),NVD,93.0,132.0,1505.0,1580.0,1200.0,25.0,274.0,0.058,1.1,0.0539,0.1499,0.028,50.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,407.56
C18,NVD,103.0,132.0,1505.0,1562.0,1100.0,25.0,208.0,0.099,0.43,0.0609,0.083,0.034,54.0,0.19,0.525,0.125,0.03,0.091,0.095,0.0419999999999999,-0.022,351.13
SS540LS(V),NVD,96.0,50.0,1505.0,1570.0,1200.0,25.0,274.0,0.516,0.93,0.064,0.151,0.062,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,222.6
C18,NVD,100.0,132.0,1505.0,1580.0,1300.0,25.0,208.0,0.547,0.43,0.08,0.0859,0.046,51.0,0.19,0.525,0.125,0.03,-0.357,0.095,0.0390999999999999,-0.022,283.15
S275HS,NVD,100.0,132.0,1531.0,1580.0,1250.0,25.0,342.3058823529412,0.548,0.69,0.083,0.1419,0.064,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,286.78
S275HS,NVD,100.0,132.0,1505.0,1570.0,1200.0,25.0,342.3058823529412,0.562,0.7,0.0769,0.156,0.138,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,265.0
S275HS,NVD,99.0,132.0,1505.0,1580.0,1300.0,25.0,342.3058823529412,0.569,0.7,0.0759,0.16,0.044,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,317.8
S275HS,NVD,107.0,132.0,1505.0,1565.0,1100.0,25.0,342.3058823529412,0.573,0.7,0.0739,0.1429,0.103,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,281.5
S275HS,NVD,99.0,154.0,1505.0,1570.0,1200.0,25.0,342.3058823529412,0.589,0.64,0.079,0.132,0.099,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,287.0
S275HS,NVD,99.0,132.0,1505.0,1565.0,1000.0,25.0,342.3058823529412,0.104,0.53,0.084,0.117,0.141,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,265.0
S275HS,NVD,93.0,132.0,1505.0,1563.0,1400.0,25.0,342.3058823529412,0.115,0.69,0.081,0.153,0.042,58.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,308.56
S275HS,NVD,103.0,132.0,1505.0,1570.0,1200.0,25.0,342.3058823529412,0.102,0.73,0.049,0.157,0.129,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,232.0
S275HS,NVD,96.0,154.0,1505.0,1580.0,1200.0,25.0,342.3058823529412,0.548,0.67,0.056,0.132,0.073,57.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,318.02
S275HS,NVD,100.0,132.0,1523.0,1570.0,1300.0,25.0,342.3058823529412,0.573,0.67,0.055,0.124,0.035,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,288.1
S275HS,NVD,100.0,132.0,1533.0,1575.0,1150.0,25.0,342.3058823529412,0.578,0.62,0.066,0.098,0.01,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,340.9
S275HS,NVD,100.0,132.0,1505.0,1575.0,1350.0,25.0,342.3058823529412,0.573,0.63,0.0749,0.11,0.015,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,370.6
JSPHTLSV,NVD,99.0,132.0,1522.0,1610.0,1250.0,25.0,345.3333333333333,0.567,1.04,0.0719,0.1739,0.044,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,364.0
JSPHTLS(V),NVD,107.0,132.0,1505.0,1580.0,1300.0,25.0,345.3333333333333,0.145,1.07,0.07,0.162,0.075,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,314.5
JSPHTLS(V),NVD,99.0,132.0,1505.0,1580.0,1300.0,25.0,345.3333333333333,0.076,1.16,0.068,0.196,0.081,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,288.1
JSPHTLS(V),NVD,99.0,132.0,1505.0,1590.0,1400.0,25.0,345.3333333333333,0.088,1.15,0.065,0.167,0.062,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,364.0
JSPHTLS(V),NVD,93.0,132.0,1505.0,1592.0,1450.0,25.0,345.3333333333333,0.497,1.02,0.055,0.151,0.035,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,360.7
SA350GRLF2,VD,103.0,66.0,1505.0,1610.0,150.0,25.0,451.316,0.56,0.7,0.049,0.079,0.1,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,199.0
SAE10B21S,VD,96.0,132.0,1505.0,1575.0,1200.0,25.0,634.5,0.584,0.67,0.047,0.099,0.08,51.0,0.195,0.8500000000000001,0.15,0.03,-0.3889999999999999,0.18,0.0509999999999999,-0.05,347.5
SA350GRLF2,VD,100.0,66.0,1505.0,1575.0,1500.0,25.0,451.316,0.587,0.69,0.049,0.1419,0.043,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,256.75
SAE10B21S,VD,100.0,132.0,1505.0,1570.0,1350.0,25.0,634.5,0.583,0.69,0.0609,0.112,0.075,53.0,0.195,0.8500000000000001,0.15,0.03,-0.3879999999999999,0.1600000000000001,0.0379999999999999,-0.045,347.5
SA350GRLF2,VD,100.0,132.0,1505.0,1575.0,1350.0,25.0,451.316,0.574,0.63,0.08,0.069,0.053,51.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,338.26
SA350GRLF2,VD,99.0,66.0,1505.0,1570.0,1400.0,25.0,451.316,0.571,0.74,0.081,0.0729,0.04,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,347.5
SA350GRLF2,VD,107.0,132.0,1505.0,1564.0,1500.0,25.0,451.316,0.076,0.71,0.069,0.152,0.039,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,347.5
SA350GRLF2,VD,99.0,132.0,1505.0,1575.0,1300.0,25.0,451.316,0.129,0.69,0.0709,0.129,0.014,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,436.6
SAE1018,NVD,99.0,132.0,1505.0,1610.0,1200.0,25.0,456.25,0.05,0.48,0.0729,0.033,0.051,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,360.7
SA350GRLF2,VD,93.0,187.0,1505.0,1560.0,1400.0,25.0,451.316,0.056,0.75,0.058,0.164,0.059,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,356.3
SAE1018,NVD,103.0,178.0,1505.0,1615.0,1200.0,25.0,456.25,0.54,0.52,0.0519,0.0439,0.033,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,391.85
SA350GRLF2,VD,96.0,178.0,1505.0,1560.0,1350.0,25.0,451.316,0.567,0.66,0.066,0.133,0.066,54.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,390.86
SA350GRLF2,VD,100.0,132.0,1505.0,1560.0,1400.0,25.0,451.316,0.575,0.68,0.08,0.134,0.037,55.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,410.2
SA350GRLF2,VD,100.0,132.0,1505.0,1560.0,1500.0,25.0,451.316,0.567,0.75,0.07,0.155,0.06,53.0,0.19,1.05,0.2,0.03,0.093,0.2549999999999999,0.0499999999999999,-0.022,313.18
